precision_0,precision_1,precision_accuracy,precision_macro avg,precision_weighted avg,recall_0,recall_1,recall_accuracy,recall_macro avg,recall_weighted avg,f1-score_0,f1-score_1,f1-score_accuracy,f1-score_macro avg,f1-score_weighted avg,support_0,support_1,support_accuracy,support_macro avg,support_weighted avg,encoding,best_alpha,AUC,file,encoding_duration,process_duration,length
0.9186565498772595,0.31695568400770713,0.8562,0.6178061169424833,0.854996598,0.9207112502795796,0.31096408317580343,0.8562,0.6158376667276915,0.8562,0.9196827524575514,0.3139312977099237,0.8562,0.6168070250837375,0.8555942485452522,8942,1058,0.8562,10000,10000,LLM Simple,0.3,0.6158376667276915,artificial-huge-0.1-2.csv,1573.2138361930847,0,10000
0.8444997736532368,0.5034364261168385,0.8048,0.6739680998850377,0.7776513575361027,0.9281094527363184,0.29897959183673467,0.8048,0.6135445222865266,0.8048,0.8843327802796871,0.37516005121638923,0.8048,0.6297464157480381,0.7845349253832807,8040,1960,0.8048,10000,10000,LLM Simple,0.2,0.6135445222865265,artificial-huge-0.2-2.csv,1572.2906789779663,0,10000
0.7609312219333491,0.6638491547464239,0.746,0.7123901883398864,0.7313794406816491,0.9256756756756757,0.33541392904073586,0.746,0.6305448023582058,0.746,0.8352574912440005,0.44565691837625493,0.746,0.6404572048101277,0.7166630768630589,6956,3044,0.746,10000,10000,LLM Simple,0.1,0.6305448023582058,artificial-huge-0.3-2.csv,1632.8478853702545,0,10000
0.9106923848812577,0.2017458777885548,0.8376,0.5562191313349063,0.839159682,0.9084640195751307,0.20614469772051536,0.8376,0.557304359,0.8376,0.9095768374164811,0.20392156862745098,0.8376,0.5567492030219661,0.8383762207956679,8991,1009,0.8376,10000,10000,LLM Simple,0.3,0.557304359,artificial-large-0.1-2.csv,2837.5763006210327,0,10000
0.8444782168186423,0.39306083650190116,0.7495,0.6187695266602717,0.751711945,0.8392699811202013,0.4024330900243309,0.7495,0.6208515355722661,0.7495,0.8418660438103656,0.39769175282519836,0.7495,0.619778898,0.7505882270129137,7945,2055,0.7495,10000,10000,LLM Simple,0.3,0.6208515355722661,artificial-large-0.2-2.csv,2801.582790374756,0,10000
0.7074851237081115,0.30962921970116214,0.5637,0.5085571717046368,0.5886455651812357,0.6442321403108513,0.37462336792768663,0.5637,0.509427754,0.5637,0.6743786849764908,0.3390395394637176,0.5637,0.5067091122201042,0.5742128822118254,7013,2987,0.5637,10000,10000,LLM Simple,0.1,0.509427754,artificial-large-0.3-2.csv,2810.0342149734497,0,10000
0.9201547660921562,0.21278042148198503,0.8161,0.5664675937870706,0.8498417562379053,0.871419054,0.3148893360160966,0.8161,0.5931541949900603,0.8161,0.8951240376390077,0.2539553752535497,0.8161,0.5745397064462787,0.8313918725978933,9006,994,0.8161,10000,10000,LLM Simple,0.2,0.5931541949900603,artificial-medium-0.1-2.csv,1446.8621122837067,0,10000
0.8325662395820376,0.30545639979602246,0.7292,0.5690113196890301,0.7300433757436576,0.8309124767225325,0.3079691516709512,0.7292,0.5694408141967419,0.7292,0.831738536,0.30670762928827444,0.7292,0.5692230826943423,0.7296200247254496,8055,1945,0.7292,10000,10000,LLM Simple,0.1,0.569440814,artificial-medium-0.2-2.csv,1452.3350100517273,0,10000
0.7282652110238317,0.38850944154278827,0.6437,0.558387326,0.6260666755639338,0.7823226544622426,0.3214760638297872,0.6437,0.5518993591460148,0.6437,0.7543266910294422,0.3518282699654357,0.6437,0.55307748,0.633255166,6992,3008,0.6437,10000,10000,LLM Simple,0.1,0.551899359,artificial-medium-0.3-2.csv,1460.5000836849213,0,10000
0.9219537275064268,0.9127272727272727,0.9217,0.9173405001168498,0.9210218555737323,0.9973303670745273,0.2485148514851485,0.9217,0.6229226092798379,0.9217,0.9581619022174727,0.3906614785992218,0.9217,0.6744116904083473,0.9008443594320293,8990,1010,0.9217,10000,10000,LLM Simple,0.9999999999999999,0.6229226092798379,artificial-small-0.1-2.csv,2262.5503911972046,0,10000
